Overall_Qual,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Bsmt_Qual,BsmtFin_SF_1,Total_Bsmt_SF,Heating_QC,first_Flr_SF,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,SalePrice
6,1948,1950,0.0,TA,TA,300.0,780.0,TA,780,1416,1,TA,6,0,Unknown,1948.0,Unf,1,312.0,139900
5,1936,1980,0.0,TA,TA,276.0,528.0,Gd,548,1040,1,TA,5,0,Unknown,1979.0,Fin,2,624.0,123900
5,1930,1950,0.0,TA,TA,448.0,928.0,TA,928,1536,2,TA,7,1,Gd,1930.0,Unf,2,480.0,138400
6,1923,1950,0.0,TA,Fa,960.0,1124.0,TA,1068,1068,1,TA,5,1,Gd,1923.0,Unf,1,288.0,109500
7,1921,1950,0.0,TA,TA,0.0,576.0,Gd,902,1710,2,TA,9,0,Unknown,1990.0,Unf,2,480.0,140000
4,1915,1950,0.0,TA,TA,0.0,888.0,Ex,888,1962,1,TA,9,1,TA,1915.0,Unf,2,572.0,149500
6,1912,2009,0.0,Gd,TA,0.0,780.0,Ex,780,1560,1,Gd,7,0,Unknown,1978.1324431613136,Unknown,0,0.0,159900
6,1920,1993,0.0,TA,TA,0.0,662.0,Ex,662,1324,1,TA,6,0,Unknown,1920.0,Unf,1,180.0,122000
5,1963,1963,0.0,Fa,Gd,104.0,816.0,TA,816,816,1,TA,5,0,Unknown,1963.0,Unf,2,516.0,110000
4,1930,1950,0.0,Fa,Unknown,0.0,0.0,Fa,372,1092,2,Fa,7,0,Unknown,1978.1324431613136,Unknown,0,0.0,55000
5,1900,1996,0.0,TA,Gd,0.0,360.0,Gd,1032,1812,2,Gd,8,1,Po,1999.0,Unf,2,672.0,140000
7,1940,1950,0.0,TA,TA,0.0,1032.0,Ex,1207,2403,2,TA,10,2,TA,1940.0,Unf,1,349.0,244400
5,1959,1959,90.0,TA,Gd,766.0,1422.0,Gd,1675,1675,2,TA,8,2,Gd,1959.0,Unf,1,365.0,173000
5,1917,1950,0.0,TA,Gd,0.0,689.0,Gd,725,1224,1,Po,6,0,Unknown,1917.0,Unf,1,180.0,107500
5,1915,1950,0.0,Fa,TA,1026.0,1212.0,TA,1212,1392,1,TA,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,100000
6,1940,1950,0.0,TA,Fa,368.0,600.0,Ex,600,919,1,TA,5,0,Unknown,1940.0,Unf,1,231.0,95000
4,1907,1950,0.0,TA,TA,73.0,707.0,TA,942,1884,1,TA,7,0,Unknown,1978.1324431613136,Unknown,0,0.0,93369
5,1910,1950,0.0,TA,TA,736.0,856.0,Gd,936,1680,2,TA,7,1,Gd,1910.0,Unf,2,450.0,114900
5,1875,1996,0.0,TA,TA,0.0,780.0,Gd,780,1020,1,TA,6,0,Unknown,1978.1324431613136,Unknown,0,0.0,94000
4,1967,1967,72.0,Fa,TA,704.0,1832.0,TA,1832,1832,2,TA,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,136000
4,1968,1968,0.0,TA,TA,0.0,1768.0,TA,1768,1768,2,TA,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,136500
5,1965,1965,0.0,TA,TA,841.0,1039.0,Ex,1039,1039,1,TA,6,0,Unknown,1965.0,Unf,2,504.0,131500
5,1957,1996,180.0,TA,Gd,1302.0,1392.0,TA,1392,1392,1,TA,5,1,Gd,1957.0,Unf,2,528.0,121500
5,1967,1967,0.0,TA,TA,842.0,912.0,TA,912,912,1,TA,5,1,Fa,1974.0,Unf,1,336.0,125000
5,1968,2001,0.0,TA,TA,188.0,1060.0,Ex,1060,1060,1,Gd,6,1,TA,1968.0,Unf,1,270.0,154000
5,1966,2008,47.0,TA,TA,240.0,864.0,Ex,892,892,1,Gd,5,0,Unknown,1966.0,Unf,1,416.0,137900
6,1969,1969,143.0,TA,TA,371.0,663.0,TA,663,1352,1,TA,7,0,Unknown,1969.0,Fin,1,299.0,158000
5,1968,1968,0.0,TA,TA,775.0,864.0,Ex,864,864,1,TA,4,0,Unknown,1969.0,Unf,1,280.0,137250
5,1978,1978,0.0,TA,Gd,1319.0,1319.0,TA,1373,1373,1,TA,5,2,TA,1978.0,Fin,2,591.0,160250
5,1968,1968,0.0,TA,TA,267.0,720.0,Ex,720,1440,1,TA,7,2,TA,1968.0,Unf,2,480.0,163000
6,1978,1978,328.0,TA,TA,438.0,672.0,TA,672,1386,2,TA,6,1,TA,1978.0,Fin,2,440.0,158900
7,1996,1997,0.0,Gd,Ex,1201.0,1306.0,Ex,1306,2260,2,Gd,7,0,Unknown,1996.0,RFn,2,533.0,328000
7,1977,2001,0.0,Gd,Gd,1092.0,1420.0,Gd,1483,1483,1,TA,4,2,TA,1977.0,RFn,2,690.0,270000
4,1927,1950,0.0,TA,Fa,0.0,660.0,TA,756,756,1,TA,4,0,Unknown,1945.0,Unf,2,440.0,85000
4,1950,1995,0.0,TA,Gd,442.0,1067.0,TA,1067,1067,2,Gd,4,0,Unknown,1996.0,Unf,2,436.0,128000
7,1979,1979,0.0,Gd,Gd,1258.0,1332.0,TA,1332,1524,0,Gd,4,1,TA,1979.0,Fin,2,586.0,260000
6,1978,1992,288.0,TA,Gd,964.0,1117.0,Ex,1117,1981,2,Gd,8,1,TA,1978.0,Fin,2,522.0,230000
3,1938,1990,0.0,TA,TA,288.0,972.0,TA,1052,1610,2,Fa,8,1,Gd,1938.0,RFn,1,480.0,124000
5,1920,1950,0.0,TA,TA,108.0,458.0,Fa,835,835,1,TA,5,0,Unknown,1920.0,Unf,1,366.0,83000
6,1950,1987,0.0,TA,TA,104.0,663.0,Ex,1074,1074,1,Gd,6,1,TA,1987.0,Unf,1,467.0,144500
5,1956,1956,0.0,TA,TA,739.0,1144.0,TA,1144,1144,1,TA,6,0,Unknown,1956.0,Unf,1,596.0,129000
4,1947,1979,0.0,TA,TA,192.0,756.0,Ex,1169,1531,1,TA,8,1,TA,1947.0,Unf,1,209.0,127000
5,1954,1998,0.0,TA,TA,954.0,1172.0,TA,1172,1172,1,TA,5,0,Unknown,1954.0,Fin,1,366.0,128000
6,2009,2009,0.0,TA,Gd,36.0,1212.0,Ex,1212,1212,2,Gd,6,0,Unknown,2009.0,RFn,2,460.0,186000
7,2009,2010,96.0,Gd,Gd,1346.0,1508.0,Ex,1508,1508,1,Gd,5,2,TA,2009.0,RFn,2,572.0,308030
5,1964,1964,0.0,TA,TA,0.0,1250.0,Ex,1298,1298,2,TA,5,0,Unknown,1964.0,Unf,2,504.0,114000
4,1946,2006,0.0,TA,Unknown,0.0,0.0,Ex,930,930,1,Gd,6,0,Unknown,1946.0,Unf,1,308.0,84900
6,1985,1985,336.0,Gd,Gd,0.0,741.0,TA,977,1732,2,Gd,7,1,TA,1985.0,Fin,2,476.0,178000
7,1987,1987,177.0,Gd,Gd,1433.0,1433.0,Ex,1433,1433,1,Gd,4,2,TA,1987.0,RFn,2,528.0,270000
6,1993,1993,85.0,Gd,Gd,860.0,946.0,Ex,964,1802,2,Gd,8,1,Gd,2000.0,RFn,4,1017.0,218000
7,1993,1994,246.0,Gd,Gd,750.0,1050.0,Ex,1062,1949,2,Gd,8,1,TA,1993.0,Fin,2,574.0,236000
6,1992,1992,0.0,TA,Gd,747.0,936.0,Ex,996,996,1,Gd,5,0,Unknown,1992.0,Unf,2,564.0,147000
8,2008,2008,72.0,Gd,Gd,0.0,1694.0,Ex,1694,1694,2,Gd,7,0,Unknown,2008.0,RFn,3,776.0,245350
7,2006,2006,24.0,Gd,Gd,686.0,1187.0,Ex,1208,1208,2,Gd,6,0,Unknown,2006.0,RFn,2,632.0,206000
7,2009,2009,0.0,TA,Gd,0.0,1226.0,Ex,1226,1226,2,Gd,6,0,Unknown,2009.0,RFn,3,740.0,198900
7,2010,2010,80.0,Gd,Gd,24.0,1222.0,Ex,1222,1222,2,Gd,6,0,Unknown,2009.0,RFn,2,615.0,187000
7,1990,1990,0.0,TA,Gd,1470.0,1673.0,Gd,1699,3222,3,Gd,11,2,TA,1990.0,Unf,3,594.0,320000
6,1900,1993,0.0,TA,Fa,0.0,676.0,TA,831,1445,2,TA,6,0,Unknown,1957.0,Unf,2,484.0,138500
6,1971,1971,80.0,TA,TA,504.0,1010.0,Gd,1052,1052,1,TA,6,0,Unknown,1971.0,Unf,2,440.0,155000
5,1996,1996,0.0,TA,Gd,870.0,870.0,Gd,965,965,1,TA,4,0,Unknown,1998.0,Unf,2,580.0,159000
7,1997,1998,0.0,TA,Gd,353.0,878.0,Ex,892,1692,2,TA,8,1,TA,1997.0,RFn,2,513.0,191000
6,1998,1998,116.0,TA,Gd,505.0,804.0,Ex,804,1682,2,Gd,7,0,Unknown,1998.0,RFn,2,523.0,200500
5,1977,2004,0.0,Gd,Gd,198.0,1026.0,Ex,1026,1026,1,TA,5,0,Unknown,1977.0,Unf,1,308.0,150000
6,1977,1977,153.0,TA,Gd,378.0,689.0,Ex,689,1392,1,TA,6,0,Unknown,1977.0,Fin,1,299.0,161750
5,1976,1976,0.0,TA,TA,182.0,894.0,TA,894,894,1,TA,5,0,Unknown,1976.0,Unf,1,308.0,128200
5,1972,1972,0.0,TA,TA,480.0,876.0,TA,876,876,1,TA,5,0,Unknown,1977.0,Unf,2,484.0,127000
8,2003,2003,320.0,Gd,Gd,1682.0,1978.0,Ex,1978,1978,2,Gd,8,1,Gd,2003.0,RFn,3,850.0,318000
8,2001,2002,479.0,Gd,Gd,1358.0,1581.0,Ex,1601,1601,2,Gd,6,1,TA,2001.0,RFn,2,670.0,272000
7,2003,2003,223.0,Gd,Gd,483.0,941.0,Ex,941,1829,2,Gd,7,1,TA,2003.0,RFn,2,613.0,237000
7,1997,1997,0.0,Gd,Gd,0.0,1040.0,Ex,1044,2098,2,Gd,9,1,TA,1997.0,Fin,2,621.0,240000
7,1998,1998,442.0,TA,Gd,0.0,1649.0,Ex,1661,1661,2,Gd,6,0,Unknown,1998.0,RFn,2,598.0,224900
6,2003,2003,170.0,Gd,Gd,672.0,848.0,Ex,848,848,1,Gd,4,0,Unknown,2003.0,Fin,2,420.0,143750
6,2004,2004,169.0,Gd,Gd,662.0,848.0,Ex,848,848,1,Gd,3,0,Unknown,2004.0,RFn,2,420.0,143000
8,2003,2003,171.0,Gd,Gd,370.0,1657.0,Ex,1668,1668,2,Gd,8,1,TA,2003.0,Fin,2,502.0,232000
7,2004,2005,109.0,Gd,Gd,712.0,1473.0,Ex,1484,1484,2,Gd,7,0,Unknown,2004.0,RFn,2,606.0,213000
7,2004,2004,98.0,Gd,Gd,24.0,1414.0,Ex,1414,1414,2,Gd,6,0,Unknown,2004.0,RFn,2,494.0,185500
3,1945,2007,0.0,TA,Unknown,0.0,0.0,TA,640,640,1,TA,5,0,Unknown,1945.0,Unf,1,240.0,84900
5,1954,1954,0.0,TA,Fa,0.0,381.0,Ex,992,992,1,TA,6,0,Unknown,1954.0,Unf,1,319.0,155891
5,1965,1965,0.0,TA,Unknown,0.0,0.0,TA,1664,1664,2,TA,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,100000
5,1968,1968,0.0,TA,Gd,1070.0,1196.0,TA,1196,1196,1,TA,6,0,Unknown,1968.0,RFn,1,336.0,144000
4,1948,1950,0.0,TA,TA,0.0,744.0,Ex,792,1120,1,Fa,5,0,Unknown,1956.0,Unf,2,480.0,64000
6,1975,1975,0.0,TA,TA,528.0,1008.0,TA,1096,1096,1,TA,5,1,Fa,1975.0,Unf,1,352.0,125200
6,1976,1976,0.0,TA,TA,422.0,1029.0,TA,1117,1117,1,TA,6,1,TA,1976.0,Unf,2,672.0,107000
4,1958,1958,0.0,TA,TA,0.0,960.0,Ex,960,960,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,90000
4,2003,2004,0.0,TA,Gd,0.0,1121.0,Ex,1121,1121,2,TA,5,0,Unknown,2003.0,RFn,2,440.0,140000
6,1945,1950,0.0,TA,TA,94.0,735.0,TA,798,1487,1,TA,7,1,Gd,1949.0,Unf,1,220.0,113000
4,1941,1950,0.0,TA,Gd,348.0,672.0,Fa,672,924,1,Fa,5,0,Unknown,1941.0,Unf,1,280.0,80000
5,1957,2002,145.0,TA,TA,383.0,1216.0,Ex,1526,1526,1,TA,7,1,Gd,1957.0,Unf,1,364.0,144500
5,1924,1999,203.0,TA,TA,133.0,1107.0,Fa,1296,1296,2,Fa,5,1,Gd,1979.0,Unf,1,260.0,104000
6,1915,1950,0.0,TA,Gd,0.0,806.0,TA,841,1647,1,Fa,6,0,Unknown,1920.0,Unf,1,216.0,128000
3,1914,1950,0.0,TA,TA,203.0,864.0,TA,864,864,1,TA,5,0,Unknown,1938.0,Unf,1,200.0,58500
5,1924,1950,0.0,TA,TA,218.0,1026.0,TA,1026,1691,2,Gd,6,1,Gd,1924.0,Unf,1,308.0,127000
6,1939,1950,0.0,TA,TA,238.0,856.0,TA,856,856,1,TA,4,1,Gd,1939.0,Unf,2,399.0,126000
4,1967,1967,0.0,TA,Unknown,0.0,0.0,TA,862,2650,3,TA,10,0,Unknown,1978.1324431613136,Unknown,0,0.0,160000
5,1931,1950,0.0,TA,TA,0.0,894.0,Ex,894,1666,1,TA,7,1,Gd,1978.1324431613136,Unknown,0,0.0,100000
6,1919,1990,0.0,TA,TA,0.0,804.0,Ex,1699,2447,2,Gd,10,1,Gd,1969.0,Unf,1,336.0,169000
7,1941,1985,371.0,Gd,Gd,426.0,1528.0,Ex,1225,2133,1,TA,8,2,TA,1941.0,Unf,1,312.0,257500
5,1950,1991,430.0,TA,TA,375.0,1032.0,Ex,1102,2177,2,TA,11,0,Unknown,1950.0,Unf,2,484.0,215000
7,1941,2006,0.0,Ex,TA,275.0,1152.0,Ex,1188,2340,2,Gd,9,2,Gd,1941.0,RFn,1,252.0,266500
7,1959,2002,0.0,Gd,Gd,1406.0,1902.0,TA,1902,1902,2,Ex,7,2,TA,1959.0,Fin,2,567.0,335000
7,1994,2007,44.0,TA,Gd,343.0,423.0,Ex,896,1652,2,Gd,6,0,Unknown,1994.0,RFn,2,473.0,203135
8,1989,1989,0.0,Gd,Gd,747.0,982.0,Gd,1034,1034,1,Gd,4,1,TA,1989.0,Fin,2,598.0,185000
8,1989,1989,0.0,Gd,Gd,76.0,1191.0,Gd,1191,1191,2,Gd,5,1,TA,1989.0,Unf,2,531.0,162500
7,1959,1997,0.0,TA,TA,1247.0,1501.0,TA,1801,1801,2,TA,6,2,TA,1959.0,Fin,2,484.0,289000
4,1922,2007,0.0,TA,TA,735.0,796.0,Gd,796,1154,1,Gd,7,0,Unknown,1922.0,Unf,1,240.0,125500
2,1941,1950,0.0,TA,TA,480.0,480.0,TA,540,540,1,TA,4,0,Unknown,1951.0,Unf,1,200.0,82000
6,1921,1975,0.0,TA,TA,308.0,629.0,Fa,727,1107,1,TA,5,0,Unknown,1950.0,Unf,1,625.0,110000
4,1920,1950,0.0,TA,TA,0.0,698.0,TA,698,1128,1,TA,6,0,Unknown,1980.0,RFn,2,528.0,68400
4,1900,1950,0.0,TA,TA,0.0,859.0,Gd,859,1178,1,TA,7,0,Unknown,1964.0,RFn,1,384.0,102776
5,1952,1952,0.0,Fa,TA,0.0,540.0,TA,1044,1044,1,Fa,4,0,Unknown,1952.0,Unf,2,504.0,55993
4,1896,1950,0.0,Fa,TA,0.0,756.0,Gd,952,952,1,TA,5,0,Unknown,1896.0,RFn,1,330.0,50138
8,2004,2005,186.0,Gd,Ex,1373.0,1594.0,Ex,1646,1646,2,Gd,5,1,Gd,2004.0,Fin,2,525.0,246000
8,1998,1999,0.0,Gd,Gd,615.0,1049.0,Ex,1036,1916,2,Gd,8,1,TA,1998.0,Unf,3,741.0,254900
6,1977,1977,0.0,TA,TA,679.0,1243.0,TA,1285,1285,2,Gd,6,1,Fa,1977.0,Unf,2,473.0,190000
7,2003,2003,0.0,Gd,Ex,0.0,1560.0,Ex,1560,1560,2,Gd,7,0,Unknown,2003.0,Fin,2,573.0,201000
6,1976,1976,335.0,TA,TA,539.0,1012.0,TA,1034,1034,1,TA,6,0,Unknown,1976.0,Unf,3,888.0,169900
6,1976,1976,0.0,TA,TA,0.0,1958.0,TA,2048,2048,3,TA,9,0,Unknown,1976.0,Unf,2,776.0,170000
5,1948,1950,0.0,TA,TA,353.0,747.0,TA,1687,1687,1,TA,7,2,TA,1966.0,Unf,2,572.0,160000
7,2008,2008,60.0,Gd,Gd,78.0,1336.0,Ex,1346,1346,2,Gd,6,1,TA,2008.0,Fin,3,660.0,220000
7,2009,2010,0.0,Gd,Gd,0.0,1214.0,Ex,1214,1214,2,Gd,6,0,Unknown,2010.0,RFn,2,520.0,179781
5,2006,2007,0.0,TA,Gd,0.0,384.0,Gd,744,1444,2,TA,7,0,Unknown,2007.0,Fin,2,400.0,174000
8,2009,2010,84.0,Gd,Ex,0.0,774.0,Ex,774,1968,2,Ex,8,1,Gd,2009.0,Fin,3,680.0,269500
7,2002,2003,44.0,Gd,Gd,624.0,817.0,Ex,824,1894,2,Gd,8,1,Gd,2002.0,Fin,2,510.0,214900
8,2002,2002,0.0,Gd,Gd,0.0,967.0,Ex,993,1908,2,Gd,9,0,Unknown,2002.0,Fin,2,431.0,202900
9,2008,2009,0.0,Ex,Ex,0.0,2002.0,Ex,2018,2018,2,Ex,10,1,Gd,2009.0,Fin,3,746.0,378500
5,1965,1977,0.0,TA,TA,42.0,1068.0,TA,1264,1264,1,TA,7,1,TA,1965.0,Unf,2,528.0,169000
5,2004,2005,0.0,TA,Ex,0.0,1430.0,Ex,1430,1430,2,Gd,7,0,Unknown,2004.0,RFn,2,624.0,173500
6,1971,1971,0.0,TA,TA,0.0,912.0,TA,912,1824,2,TA,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,139000
5,1999,1999,0.0,TA,Gd,0.0,1344.0,Ex,1344,1344,2,TA,7,1,Gd,2001.0,Unf,2,686.0,166500
4,1973,1973,0.0,TA,TA,334.0,546.0,TA,546,1092,1,TA,6,0,Unknown,1973.0,RFn,1,286.0,83500
5,1973,1973,0.0,TA,Gd,915.0,945.0,Ex,945,945,1,TA,5,1,Po,1973.0,RFn,1,253.0,119500
5,1976,1976,0.0,TA,Gd,129.0,536.0,TA,536,1112,1,TA,4,0,Unknown,1976.0,Unf,1,336.0,85000
4,1970,1970,0.0,TA,TA,176.0,546.0,Ex,546,1092,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,76000
4,1972,1972,0.0,TA,Gd,150.0,630.0,Ex,630,630,1,TA,3,0,Unknown,1978.1324431613136,Unknown,0,0.0,75500
4,1970,1970,0.0,TA,TA,0.0,546.0,Ex,546,1092,1,TA,5,0,Unknown,1978.1324431613136,Unknown,0,0.0,88250
4,1972,1972,0.0,TA,TA,294.0,546.0,TA,546,1092,1,TA,5,0,Unknown,1972.0,Unf,1,286.0,85500
5,1971,2004,0.0,TA,TA,469.0,864.0,Ex,874,874,1,TA,5,0,Unknown,1971.0,Unf,1,352.0,130000
5,1962,1962,189.0,TA,TA,593.0,1188.0,TA,1188,1188,1,TA,6,0,Unknown,1962.0,Unf,1,312.0,157900
5,1984,1984,0.0,TA,Gd,207.0,833.0,TA,833,833,1,Gd,5,0,Unknown,1984.0,Unf,2,495.0,149900
5,1985,1986,0.0,TA,TA,0.0,1216.0,Gd,1216,2432,4,TA,10,0,Unknown,1985.0,Unf,2,616.0,159000
5,1991,1991,0.0,TA,Gd,458.0,624.0,Gd,624,1274,1,TA,6,0,Unknown,1993.0,Unf,2,576.0,136000
5,1969,1969,0.0,TA,TA,476.0,864.0,TA,864,1479,2,TA,8,0,Unknown,1969.0,Fin,1,275.0,161000
8,1994,1995,0.0,Gd,Gd,1341.0,1679.0,Ex,1803,1803,2,Gd,6,2,TA,1994.0,Unf,2,482.0,285000
6,1993,1994,0.0,Gd,Gd,944.0,1152.0,Ex,1152,1797,2,Gd,7,1,Fa,1993.0,Fin,2,616.0,231000
6,1956,1956,0.0,TA,Fa,564.0,882.0,TA,882,882,1,TA,5,0,Unknown,1956.0,Unf,1,502.0,124500
6,1974,1974,440.0,TA,TA,844.0,1434.0,TA,1434,1434,2,TA,7,1,Gd,1974.0,RFn,2,528.0,157000
8,1972,1995,0.0,Gd,Gd,1410.0,1952.0,Gd,2000,2704,2,Ex,9,3,TA,1972.0,Fin,2,538.0,345000
6,1997,1997,0.0,TA,Gd,847.0,945.0,Ex,945,1608,2,TA,7,1,TA,1997.0,Fin,2,470.0,189500
8,2003,2003,188.0,Gd,Gd,850.0,1008.0,Ex,1008,2283,2,Gd,9,1,Gd,2003.0,Fin,3,632.0,270000
7,1996,1997,32.0,TA,Gd,284.0,384.0,Gd,958,1628,2,TA,7,1,TA,1996.0,Fin,2,390.0,189000
9,2006,2007,160.0,Ex,Ex,1320.0,1746.0,Ex,1746,1746,2,Ex,7,2,Gd,2006.0,Fin,3,758.0,377500
7,1995,1996,22.0,TA,Gd,0.0,384.0,Gd,804,1474,2,TA,7,1,TA,1995.0,Fin,2,400.0,168500
8,2004,2005,0.0,Gd,Ex,1965.0,2208.0,Ex,2522,2522,2,Gd,8,1,Gd,2004.0,Fin,2,564.0,375000
8,2000,2000,0.0,Gd,Gd,1158.0,1501.0,Ex,1659,1659,2,Ex,5,1,Ex,2000.0,Fin,2,499.0,278000
8,1998,1998,0.0,TA,Gd,341.0,1418.0,Ex,1478,1478,2,TA,5,0,Unknown,1998.0,Fin,2,495.0,240000
8,1995,1996,0.0,Gd,Gd,741.0,1587.0,Ex,1734,1734,2,Gd,6,0,Unknown,1995.0,RFn,2,528.0,239500
7,1998,1998,0.0,Gd,Gd,189.0,384.0,Gd,751,1382,2,TA,7,1,TA,1998.0,Fin,2,396.0,177500
7,1998,1998,40.0,TA,Gd,0.0,832.0,Gd,885,1718,2,TA,7,1,TA,1998.0,Fin,2,427.0,185000
6,1998,1999,0.0,Gd,Gd,476.0,952.0,Gd,952,1636,2,TA,7,1,TA,1998.0,Fin,2,440.0,191000
6,1993,1994,0.0,Gd,Gd,0.0,799.0,Gd,799,1571,2,TA,7,1,TA,1993.0,RFn,2,380.0,178000
6,1993,1993,68.0,Ex,Gd,310.0,680.0,Gd,680,1470,2,TA,6,1,TA,1993.0,Fin,2,420.0,185000
6,1994,1995,0.0,TA,Gd,600.0,707.0,Gd,707,1516,2,Gd,7,1,TA,1994.0,Fin,2,409.0,181316
6,1993,1993,45.0,TA,Gd,0.0,1181.0,Ex,1190,1190,2,Gd,6,1,TA,1993.0,Unf,2,430.0,166000
6,1992,1993,0.0,TA,Gd,0.0,808.0,Gd,808,1593,2,TA,7,1,TA,1993.0,RFn,2,389.0,178000
6,1994,1995,0.0,TA,Gd,0.0,702.0,Gd,702,1481,2,TA,6,1,TA,1994.0,Fin,2,343.0,174000
6,1992,1992,106.0,TA,Gd,560.0,1158.0,Gd,1167,1167,2,Gd,6,0,Unknown,1992.0,RFn,2,400.0,173000
7,1999,1999,344.0,Gd,Gd,694.0,978.0,Ex,1005,1983,2,Gd,9,1,TA,1999.0,Fin,2,490.0,225000
7,1990,1990,0.0,TA,Gd,0.0,1424.0,Ex,1442,1442,2,TA,5,0,Unknown,1990.0,RFn,2,500.0,180500
8,1984,1984,0.0,Gd,Gd,1036.0,1220.0,Gd,1360,1360,1,Gd,4,1,Ex,1984.0,RFn,2,565.0,187500
9,2008,2009,748.0,Ex,Ex,1904.0,2216.0,Ex,2234,2234,2,Ex,9,1,Gd,2009.0,Fin,3,1166.0,501837
8,2008,2008,464.0,Gd,Ex,0.0,2046.0,Ex,2046,2046,2,Gd,7,1,Gd,2008.0,Fin,3,834.0,372500
7,2005,2005,16.0,Gd,Ex,1274.0,1530.0,Ex,1530,1530,2,Gd,7,1,Gd,2005.0,Fin,2,430.0,260000
5,1977,1977,157.0,TA,Gd,400.0,1122.0,Ex,946,1934,2,TA,6,1,TA,1977.0,Unf,2,567.0,185000
7,1980,1980,278.0,Gd,Gd,692.0,845.0,TA,1153,2353,2,Ex,10,1,TA,1983.0,RFn,2,484.0,260000
6,1979,1998,0.0,TA,Gd,0.0,1362.0,TA,1586,1586,2,TA,7,1,TA,1979.0,Unf,2,435.0,181000
7,1977,1977,209.0,TA,TA,822.0,1386.0,TA,1411,1411,2,TA,6,1,TA,1977.0,Fin,2,544.0,82500
6,1977,2000,126.0,Gd,Gd,1246.0,1602.0,Gd,1602,1602,2,Gd,8,1,TA,1977.0,Fin,2,529.0,215000
7,1978,1978,256.0,TA,Gd,0.0,832.0,TA,1154,2050,2,Gd,8,1,TA,1978.0,RFn,2,529.0,154000
6,1978,1986,101.0,TA,TA,363.0,1427.0,TA,1671,1671,2,TA,7,1,TA,1978.0,RFn,2,484.0,200000
7,1980,1991,229.0,TA,Gd,602.0,1043.0,TA,1539,2673,2,Gd,9,1,TA,1980.0,RFn,2,441.0,249000
7,1980,1980,225.0,TA,Gd,1036.0,1372.0,TA,1472,1472,2,TA,6,2,TA,1980.0,Unf,2,588.0,187500
6,1978,1998,144.0,TA,TA,832.0,1140.0,Gd,1707,1707,2,TA,7,1,TA,1978.0,Fin,2,479.0,184000
8,1981,1981,0.0,Gd,Gd,1104.0,2524.0,TA,2524,2524,2,Gd,9,1,Gd,1981.0,Fin,2,542.0,278000
7,1978,1978,206.0,TA,Gd,704.0,1271.0,TA,1601,1601,2,TA,7,1,TA,1978.0,RFn,2,478.0,157000
7,1976,1976,189.0,TA,Gd,0.0,1090.0,TA,1370,1370,2,TA,6,1,TA,1976.0,RFn,2,479.0,152000
5,1976,1976,44.0,TA,TA,381.0,780.0,Ex,1088,1868,2,Gd,9,1,TA,1976.0,Unf,2,484.0,197500
7,2003,2003,0.0,Gd,Gd,622.0,926.0,Ex,1016,1884,2,Ex,7,1,Ex,2003.0,RFn,2,581.0,240900
8,2009,2009,110.0,Gd,Gd,544.0,832.0,Ex,832,1935,2,TA,8,0,Unknown,2009.0,Fin,2,552.0,263435
8,2000,2001,0.0,Gd,Gd,0.0,1058.0,Ex,1058,1874,2,Gd,7,1,TA,2000.0,Fin,2,588.0,220000
8,2002,2002,0.0,Gd,Gd,225.0,972.0,Ex,972,1811,2,Gd,7,1,Gd,2002.0,RFn,2,565.0,235000
5,1975,1975,161.0,TA,Gd,1333.0,1621.0,TA,1621,1621,2,TA,7,2,Fa,1975.0,RFn,2,478.0,213000
6,1974,1974,196.0,TA,TA,888.0,1116.0,Ex,1116,1116,2,TA,6,1,TA,1974.0,RFn,2,528.0,167900
7,1975,1975,0.0,TA,TA,636.0,1176.0,Fa,1193,1193,2,TA,5,1,TA,1975.0,Unf,2,506.0,158000
6,1974,1974,174.0,TA,Gd,0.0,1064.0,TA,1350,1350,2,TA,7,1,TA,1974.0,RFn,2,478.0,165000
6,1972,1972,333.0,TA,TA,0.0,689.0,TA,1378,2119,2,TA,7,1,TA,1972.0,RFn,2,583.0,158000
5,1974,1974,0.0,TA,Gd,0.0,896.0,TA,896,1792,2,TA,8,0,Unknown,1978.1324431613136,Unknown,0,0.0,136000
5,1970,1970,76.0,TA,TA,828.0,1002.0,TA,1002,1002,1,TA,5,0,Unknown,1973.0,Unf,2,902.0,148500
6,1969,2005,0.0,TA,TA,439.0,1026.0,Gd,1026,1026,1,Gd,5,0,Unknown,1969.0,RFn,2,440.0,156000
5,1970,1970,0.0,TA,TA,0.0,1180.0,TA,1180,1180,1,TA,6,0,Unknown,1970.0,RFn,2,477.0,128000
5,1971,1971,178.0,TA,Gd,500.0,1043.0,Ex,1050,1050,1,TA,6,0,Unknown,1971.0,Unf,1,336.0,143000
4,1970,1970,0.0,TA,TA,726.0,864.0,TA,864,864,1,TA,5,0,Unknown,2001.0,Unf,2,576.0,76500
